dress	3.9595017763158766E-4
hat	3.8321186084090637E-4
uniform	3.472098051739275E-4
shirt	3.153086115731136E-4
helmet	2.9569684794501544E-4
shorts	2.484794850251905E-4
shoe	2.448980788487027E-4
clothes	2.339499701358446E-4
glove	2.2040014566165696E-4
mask	1.9693415766350577E-4
pant	1.8126102075065429E-4
suit	1.7306326724859513E-4
jean	1.6817267182972026E-4
seat belt	1.662100203656486E-4
clothing	1.6299124527510207E-4
costume	1.401392282345776E-4
glass	1.3074608057554276E-4
jacket	1.288753759506817E-4
jersey	1.1609628309234998E-4
t-shirt	1.1596972045112133E-4
skirt	1.1466473680820734E-4
bra	1.1317422000882761E-4
outfit	1.1300216612043344E-4
boot	1.098127760186372E-4
gown	9.789541478110837E-5
sock	9.787293368491709E-5
bikini	8.089984260246912E-5
makeup	8.041269326609963E-5
sunglasses	7.764190675778081E-5
seatbelt	7.675530999786434E-5
tie	7.414275611501813E-5
pantie	7.379704645912772E-5
wig	7.188005083372073E-5
heel	6.97889446037616E-5
robe	6.73343265384067E-5
underwear	6.629723554632075E-5
t-shirts	6.624498533269101E-5
sweater	6.333660767788264E-5
high heel	6.322726439860502E-5
sandal	6.289889690668157E-5
badge	6.270508544535853E-5
pair	6.103349674755737E-5
jewelry	5.885917497278569E-5
scarf	5.555455503268342E-5
ring	5.545261308257703E-5
vest	5.502380978101401E-5
cap	5.4044668013798153E-5
necklace	5.3616013941806195E-5
diaper	5.3035154222789144E-5
stocking	5.1341488833081796E-5
coat	5.0174955302435455E-5
blue jean	4.799536608416664E-5
contact lens	4.6717296938925326E-5
sneaker	4.633720475080011E-5
trouser	4.6294571700428705E-5
earring	4.622574488794053E-5
collar	4.6079957490003656E-5
veil	4.4726347537144914E-5
protective clothing	4.391519839913732E-5
thong	4.326251433139136E-5
goggle	4.308470618604318E-5
tights	4.2920161416692996E-5
white shirt	4.1953293441634554E-5
bracelet	4.127431613640071E-5
hair	4.110762082428978E-5
attire	3.996209933724185E-5
armor	3.891002883330536E-5
top	3.830786449809828E-5
life jacket	3.814208357691235E-5
school uniform	3.796913973703661E-5
condom	3.7789705660846644E-5
garment	3.7628260161313946E-5
apron	3.740986958599045E-5
belt	3.6773048804377194E-5
hijab	3.6718482246026935E-5
pantyhose	3.6287244829246605E-5
rubber glove	3.459093958306203E-5
long pant	3.3892177268640264E-5
watch	3.372520983635483E-5
blouse	3.341888103998437E-5
sweatshirt	3.338018278085025E-5
crown	3.268259742962563E-5
tuxedo	3.155023587750574E-5
eye protection	3.055544095154656E-5
tennis shoe	3.0417694149001453E-5
make-up	2.988523583241281E-5
respirator	2.9736812009268027E-5
kilt	2.9013032006336476E-5
bathing suit	2.824145062829418E-5
safety glass	2.766336717705514E-5
turban	2.7016915530345624E-5
comfortable clothing	2.6776803480010402E-5
legging	2.651396774834645E-5
white dress	2.6408043470381664E-5
tank top	2.6292274396873982E-5
short skirt	2.627403845902399E-5
lingerie	2.5757117471916306E-5
flip flop	2.5526814356366774E-5
sunscreen	2.5141471932186535E-5
swimsuit	2.417144634292606E-5
pajamas	2.408941658206513E-5
cape	2.38499417607446E-5
color	2.368300150685604E-5
comfortable shoe	2.3490069679891154E-5
protective gear	2.3355372320841525E-5
perfume	2.3148601166250477E-5
baseball cap	2.2967143555182907E-5
hoodie	2.2744137628082048E-5
slack	2.26997937348754E-5
slipper	2.262984459224738E-5
seatbelts	2.1555830888477E-5
corset	2.1331893743386044E-5
wedding dress	2.124331650453136E-5
